0,0,No Detect,No Detect
1,0,No Detect,No Detect
2,0,No Detect,No Detect
3,0,No Detect,No Detect
4,0,No Detect,No Detect
5,0,No Detect,No Detect
6,0,No Detect,No Detect
7,0,No Detect,No Detect
8,0,No Detect,No Detect
9,0,No Detect,No Detect
10,0,No Detect,No Detect
11,0,No Detect,No Detect
12,0,No Detect,No Detect
13,0,No Detect,No Detect
14,0,No Detect,No Detect
15,0,No Detect,No Detect
16,0,No Detect,No Detect
17,0,No Detect,No Detect
18,0,No Detect,No Detect
19,0,No Detect,No Detect
20,0,No Detect,No Detect
21,0,No Detect,No Detect
22,0,No Detect,No Detect
23,0,No Detect,No Detect
24,0,No Detect,No Detect
25,0,No Detect,No Detect
26,0,No Detect,No Detect
27,0,No Detect,No Detect
28,0,No Detect,No Detect
29,0,No Detect,No Detect
30,0,No Detect,No Detect
31,0,No Detect,No Detect
32,0,No Detect,No Detect
33,0,No Detect,No Detect
34,0,No Detect,No Detect
35,0,No Detect,No Detect
36,0,No Detect,No Detect
37,0,No Detect,No Detect
38,0,No Detect,No Detect
39,0,No Detect,No Detect
40,0,No Detect,No Detect
41,0,No Detect,No Detect
42,0,No Detect,No Detect
43,0,No Detect,No Detect
44,0,No Detect,No Detect
45,0,No Detect,No Detect
46,0,No Detect,No Detect
47,0,No Detect,No Detect
48,0,No Detect,No Detect
49,0,No Detect,No Detect
50,0,No Detect,No Detect
51,0,No Detect,No Detect
52,0,No Detect,No Detect
53,0,No Detect,No Detect
54,0,No Detect,No Detect
55,0,No Detect,No Detect
56,0,No Detect,No Detect
57,0,No Detect,No Detect
58,0,No Detect,No Detect
59,0,No Detect,No Detect
60,0,No Detect,No Detect
61,0,No Detect,No Detect
62,0,No Detect,No Detect
63,0,No Detect,No Detect
64,0,No Detect,No Detect
65,0,No Detect,No Detect
66,0,No Detect,No Detect
67,0,No Detect,No Detect
68,0,No Detect,No Detect
69,0,No Detect,No Detect
70,0,No Detect,No Detect
71,0,No Detect,No Detect
72,0,No Detect,No Detect
73,0,No Detect,No Detect
74,0,No Detect,No Detect
75,0,No Detect,No Detect
76,0,No Detect,No Detect
77,0,No Detect,No Detect
78,0,No Detect,No Detect
79,0,No Detect,No Detect
80,0,No Detect,No Detect
81,0,No Detect,No Detect
82,0,No Detect,angry
83,0,No Detect,neutral
84,0,No Detect,No Detect
85,0,No Detect,No Detect
86,0,No Detect,No Detect
87,0,No Detect,No Detect
88,0,No Detect,No Detect
89,0,No Detect,No Detect
90,0,No Detect,No Detect
91,0,No Detect,No Detect
92,0,No Detect,No Detect
93,0,No Detect,No Detect
94,0,No Detect,No Detect
95,0,No Detect,No Detect
96,0,No Detect,No Detect
97,0,No Detect,No Detect
98,0,No Detect,No Detect
99,0,No Detect,No Detect
100,0,No Detect,No Detect
101,0,No Detect,No Detect
102,0,No Detect,No Detect
103,0,No Detect,No Detect
104,0,No Detect,No Detect
105,0,No Detect,angry
106,0,No Detect,No Detect
107,0,No Detect,No Detect
108,0,No Detect,No Detect
109,0,No Detect,No Detect
110,0,No Detect,No Detect
111,0,No Detect,No Detect
112,0,No Detect,No Detect
113,0,No Detect,No Detect
114,0,No Detect,No Detect
115,0,No Detect,No Detect
116,0,No Detect,No Detect
117,0,No Detect,No Detect
118,0,No Detect,No Detect
119,0,No Detect,No Detect
120,0,No Detect,No Detect
121,0,No Detect,No Detect
122,0,No Detect,No Detect
123,0,No Detect,No Detect
124,0,No Detect,No Detect
125,0,No Detect,No Detect
126,0,No Detect,No Detect
127,0,No Detect,No Detect
128,0,No Detect,No Detect
129,0,No Detect,No Detect
130,0,No Detect,No Detect
131,0,No Detect,No Detect
132,0,No Detect,No Detect
133,0,No Detect,No Detect
134,0,No Detect,No Detect
135,0,No Detect,No Detect
136,0,No Detect,angry
137,0,No Detect,No Detect
138,0,No Detect,No Detect
139,0,No Detect,No Detect
140,0,No Detect,No Detect
141,0,No Detect,No Detect
142,0,No Detect,No Detect
143,0,No Detect,No Detect
144,0,No Detect,No Detect
145,0,No Detect,No Detect
146,0,No Detect,No Detect
147,0,No Detect,No Detect
148,0,No Detect,No Detect
149,0,No Detect,No Detect
150,0,No Detect,No Detect
151,0,No Detect,No Detect
152,0,No Detect,No Detect
153,0,No Detect,No Detect
154,0,No Detect,No Detect
155,0,No Detect,No Detect
156,0,No Detect,No Detect
157,0,No Detect,No Detect
158,0,No Detect,No Detect
159,0,No Detect,No Detect
160,0,No Detect,No Detect
161,0,No Detect,No Detect
162,0,No Detect,No Detect
163,0,No Detect,No Detect
164,0,No Detect,No Detect
165,0,No Detect,No Detect
166,0,No Detect,No Detect
167,0,No Detect,No Detect
168,0,No Detect,No Detect
169,0,No Detect,No Detect
170,0,No Detect,No Detect
171,0,No Detect,No Detect
172,0,No Detect,No Detect
173,0,No Detect,No Detect
174,0,No Detect,No Detect
175,0,No Detect,No Detect
176,0,No Detect,No Detect
177,0,No Detect,No Detect
178,0,No Detect,No Detect
179,0,No Detect,No Detect
180,0,No Detect,No Detect
181,0,No Detect,No Detect
182,0,No Detect,No Detect
183,0,No Detect,No Detect
184,0,No Detect,No Detect
185,0,No Detect,No Detect
186,0,No Detect,No Detect
187,0,No Detect,No Detect
188,0,No Detect,No Detect
189,0,No Detect,No Detect
190,0,No Detect,No Detect
191,0,No Detect,No Detect
192,0,No Detect,No Detect
193,0,No Detect,No Detect
194,0,No Detect,No Detect
195,0,No Detect,No Detect
196,0,No Detect,No Detect
197,0,No Detect,No Detect
198,0,No Detect,No Detect
199,0,No Detect,No Detect
200,0,No Detect,No Detect
201,0,No Detect,No Detect
202,0,No Detect,No Detect
203,0,No Detect,No Detect
204,0,No Detect,No Detect
205,0,No Detect,No Detect
206,0,No Detect,No Detect
207,0,No Detect,No Detect
208,0,No Detect,No Detect
209,0,No Detect,No Detect
210,0,No Detect,No Detect
211,0,No Detect,No Detect
212,0,No Detect,No Detect
213,0,No Detect,No Detect
214,0,No Detect,No Detect
215,0,No Detect,No Detect
216,0,No Detect,No Detect
217,0,No Detect,No Detect
218,0,No Detect,No Detect
219,0,No Detect,No Detect
220,0,No Detect,No Detect
221,0,No Detect,No Detect
222,0,No Detect,No Detect
223,0,No Detect,No Detect
224,0,No Detect,No Detect
225,0,No Detect,No Detect
226,0,No Detect,No Detect
227,0,No Detect,No Detect
228,0,No Detect,No Detect
229,0,No Detect,No Detect
230,0,No Detect,No Detect
231,0,No Detect,No Detect
232,0,No Detect,No Detect
233,0,No Detect,No Detect
234,0,No Detect,No Detect
235,0,No Detect,No Detect
236,0,No Detect,No Detect
237,0,No Detect,No Detect
238,0,No Detect,No Detect
239,0,No Detect,No Detect
240,0,No Detect,No Detect
241,0,No Detect,No Detect
242,0,No Detect,No Detect
243,0,No Detect,No Detect
244,0,No Detect,No Detect
245,0,No Detect,No Detect
246,0,No Detect,No Detect
247,0,No Detect,No Detect
248,0,No Detect,No Detect
249,0,No Detect,No Detect
250,0,No Detect,No Detect
251,0,No Detect,No Detect
252,0,No Detect,No Detect
253,0,No Detect,No Detect
254,0,No Detect,No Detect
255,0,No Detect,No Detect
256,0,No Detect,No Detect
257,0,No Detect,No Detect
258,0,No Detect,No Detect
259,0,No Detect,No Detect
260,0,No Detect,No Detect
261,0,No Detect,No Detect
262,0,No Detect,No Detect
263,0,No Detect,No Detect
264,0,No Detect,No Detect
265,0,No Detect,No Detect
266,0,No Detect,No Detect
267,0,No Detect,No Detect
268,0,No Detect,No Detect
269,0,No Detect,No Detect
270,0,No Detect,No Detect
271,0,No Detect,No Detect
272,0,No Detect,No Detect
273,0,No Detect,No Detect
274,0,No Detect,No Detect
275,0,No Detect,No Detect
276,0,No Detect,No Detect
277,0,No Detect,No Detect
278,0,No Detect,No Detect
279,0,No Detect,No Detect
280,0,No Detect,No Detect
281,0,No Detect,No Detect
282,0,No Detect,No Detect
283,0,No Detect,No Detect
284,0,No Detect,No Detect
285,0,No Detect,No Detect
286,0,No Detect,No Detect
287,0,No Detect,No Detect
288,0,No Detect,No Detect
289,0,No Detect,No Detect
290,0,No Detect,No Detect
291,0,No Detect,No Detect
292,0,No Detect,No Detect
293,0,No Detect,No Detect
294,0,No Detect,No Detect
295,0,No Detect,No Detect
296,0,No Detect,No Detect
297,0,No Detect,No Detect
298,0,No Detect,No Detect
299,0,No Detect,No Detect
300,0,No Detect,No Detect
301,0,No Detect,No Detect
302,0,No Detect,No Detect
303,0,No Detect,No Detect
304,0,No Detect,No Detect
305,0,No Detect,No Detect
306,0,No Detect,No Detect
307,0,No Detect,No Detect
308,0,No Detect,No Detect
309,0,No Detect,No Detect
310,0,No Detect,No Detect
311,0,No Detect,No Detect
312,0,No Detect,No Detect
313,0,No Detect,No Detect
314,0,No Detect,No Detect
315,0,No Detect,No Detect
316,0,No Detect,No Detect
317,0,No Detect,No Detect
318,0,No Detect,No Detect
319,0,No Detect,No Detect
320,0,No Detect,No Detect
321,0,No Detect,No Detect
322,0,No Detect,No Detect
323,0,No Detect,No Detect
324,0,No Detect,No Detect
325,0,No Detect,No Detect
326,0,No Detect,No Detect
327,0,No Detect,No Detect
328,0,No Detect,No Detect
329,0,No Detect,No Detect
330,0,No Detect,No Detect
331,0,No Detect,No Detect
332,0,No Detect,No Detect
333,0,No Detect,No Detect
334,0,No Detect,No Detect
335,0,No Detect,No Detect
336,0,No Detect,No Detect
337,0,No Detect,No Detect
338,0,No Detect,No Detect
339,0,No Detect,No Detect
340,0,No Detect,No Detect
341,0,No Detect,No Detect
342,0,No Detect,No Detect
343,0,No Detect,No Detect
344,0,No Detect,No Detect
345,0,No Detect,No Detect
346,0,No Detect,No Detect
347,0,No Detect,No Detect
348,0,No Detect,No Detect
349,0,No Detect,No Detect
350,0,No Detect,No Detect
351,0,No Detect,No Detect
352,0,No Detect,No Detect
353,0,No Detect,No Detect
354,0,No Detect,No Detect
355,0,No Detect,No Detect
356,0,No Detect,No Detect
357,0,No Detect,No Detect
358,0,No Detect,No Detect
359,0,No Detect,No Detect
360,0,No Detect,No Detect
361,0,No Detect,No Detect
362,0,No Detect,No Detect
363,0,No Detect,No Detect
364,0,No Detect,No Detect
365,0,No Detect,No Detect
366,0,No Detect,No Detect
367,0,No Detect,No Detect
368,0,No Detect,No Detect
369,0,No Detect,No Detect
370,0,No Detect,No Detect
371,0,No Detect,No Detect
372,0,No Detect,No Detect
373,0,No Detect,No Detect
374,0,No Detect,No Detect
375,0,No Detect,No Detect
376,0,No Detect,No Detect
377,0,No Detect,No Detect
378,0,No Detect,No Detect
379,0,No Detect,No Detect
380,0,No Detect,No Detect
381,0,No Detect,No Detect
382,0,No Detect,No Detect
383,0,No Detect,No Detect
384,0,No Detect,No Detect
385,0,No Detect,No Detect
386,0,No Detect,No Detect
387,0,No Detect,No Detect
388,0,No Detect,angry
389,0,No Detect,No Detect
390,0,No Detect,No Detect
391,0,No Detect,No Detect
392,0,No Detect,No Detect
393,0,No Detect,No Detect
394,0,No Detect,No Detect
395,0,No Detect,No Detect
396,0,No Detect,No Detect
397,0,No Detect,No Detect
398,0,No Detect,No Detect
399,0,No Detect,No Detect
400,0,No Detect,No Detect
401,0,No Detect,No Detect
402,0,No Detect,No Detect
403,0,No Detect,No Detect
404,0,No Detect,No Detect
405,0,No Detect,No Detect
406,0,No Detect,No Detect
407,0,No Detect,No Detect
408,0,No Detect,No Detect
409,0,No Detect,No Detect
410,0,No Detect,No Detect
411,0,No Detect,No Detect
412,0,No Detect,No Detect
413,0,No Detect,No Detect
414,0,No Detect,No Detect
415,0,No Detect,No Detect
416,0,No Detect,No Detect
417,0,No Detect,No Detect
418,0,No Detect,No Detect
419,0,No Detect,No Detect
420,0,No Detect,No Detect
421,0,No Detect,No Detect
422,0,No Detect,No Detect
423,0,No Detect,No Detect
424,0,No Detect,No Detect
425,0,No Detect,No Detect
426,0,No Detect,No Detect
427,0,No Detect,No Detect
428,0,No Detect,No Detect
429,0,No Detect,No Detect
430,0,No Detect,No Detect
431,0,No Detect,No Detect
432,0,No Detect,No Detect
433,0,No Detect,No Detect
434,0,No Detect,No Detect
435,0,No Detect,No Detect
436,0,No Detect,No Detect
437,0,No Detect,No Detect
438,0,No Detect,No Detect
439,0,No Detect,No Detect
440,0,No Detect,No Detect
441,0,No Detect,No Detect
442,0,No Detect,No Detect
443,0,No Detect,No Detect
444,0,No Detect,No Detect
445,0,No Detect,No Detect
446,0,No Detect,No Detect
447,0,No Detect,No Detect
448,0,No Detect,No Detect
449,0,No Detect,No Detect
450,0,No Detect,No Detect
451,0,No Detect,No Detect
452,0,No Detect,angry
453,0,No Detect,No Detect
454,0,No Detect,No Detect
455,0,No Detect,No Detect
456,0,No Detect,No Detect
457,0,No Detect,No Detect
458,0,No Detect,No Detect
459,0,No Detect,angry
460,0,No Detect,No Detect
461,0,No Detect,No Detect
462,0,No Detect,No Detect
463,0,No Detect,No Detect
464,0,No Detect,angry
465,0,No Detect,happy
466,0,No Detect,No Detect
467,0,No Detect,No Detect
468,0,No Detect,No Detect
469,0,No Detect,No Detect
470,0,No Detect,No Detect
471,0,No Detect,No Detect
472,0,No Detect,No Detect
473,0,No Detect,No Detect
474,0,No Detect,No Detect
475,0,No Detect,No Detect
476,0,No Detect,No Detect
477,0,No Detect,No Detect
478,0,No Detect,No Detect
479,0,No Detect,No Detect
480,0,No Detect,No Detect
481,0,No Detect,No Detect
482,0,No Detect,No Detect
483,0,No Detect,No Detect
484,0,No Detect,No Detect
485,0,No Detect,No Detect
486,0,No Detect,No Detect
487,0,No Detect,No Detect
488,0,No Detect,No Detect
489,0,No Detect,No Detect
490,0,No Detect,No Detect
491,0,No Detect,happy
492,0,No Detect,No Detect
493,0,No Detect,No Detect
494,0,No Detect,No Detect
495,0,No Detect,No Detect
496,0,No Detect,No Detect
497,0,No Detect,No Detect
498,0,No Detect,No Detect
499,0,No Detect,No Detect
500,0,No Detect,No Detect
501,0,No Detect,No Detect
502,0,No Detect,No Detect
503,0,No Detect,No Detect
504,0,No Detect,No Detect
505,0,No Detect,No Detect
506,0,No Detect,No Detect
507,0,No Detect,No Detect
508,0,No Detect,No Detect
509,0,No Detect,No Detect
510,0,No Detect,No Detect
511,0,No Detect,No Detect
512,0,No Detect,No Detect
513,0,No Detect,No Detect
514,0,No Detect,No Detect
515,0,No Detect,No Detect
516,0,No Detect,No Detect
517,0,No Detect,No Detect
518,0,No Detect,No Detect
519,0,No Detect,No Detect
520,0,No Detect,No Detect
521,0,No Detect,No Detect
522,0,No Detect,No Detect
523,0,No Detect,No Detect
524,0,No Detect,No Detect
525,0,No Detect,No Detect
526,0,No Detect,No Detect
527,0,No Detect,No Detect
528,0,No Detect,No Detect
529,0,No Detect,No Detect
530,0,No Detect,No Detect
531,0,No Detect,No Detect
532,0,No Detect,No Detect
533,0,No Detect,No Detect
534,0,No Detect,No Detect
535,0,No Detect,No Detect
536,0,No Detect,No Detect
537,0,No Detect,No Detect
538,0,No Detect,No Detect
539,0,No Detect,No Detect
540,0,No Detect,No Detect
541,0,No Detect,No Detect
542,0,No Detect,No Detect
543,0,No Detect,No Detect
544,0,No Detect,No Detect
545,0,No Detect,angry
546,0,No Detect,No Detect
547,0,No Detect,No Detect
548,0,No Detect,No Detect
549,0,No Detect,No Detect
550,0,No Detect,No Detect
551,0,No Detect,No Detect
552,0,No Detect,No Detect
553,0,No Detect,No Detect
554,0,No Detect,No Detect
555,0,No Detect,No Detect
556,0,No Detect,No Detect
557,0,No Detect,No Detect
558,0,No Detect,No Detect
559,0,No Detect,No Detect
560,0,No Detect,No Detect
561,0,No Detect,No Detect
562,0,No Detect,No Detect
563,0,No Detect,No Detect
564,0,No Detect,No Detect
565,0,No Detect,angry
566,0,No Detect,No Detect
567,0,No Detect,No Detect
568,0,No Detect,No Detect
569,0,No Detect,No Detect
570,0,No Detect,No Detect
571,0,No Detect,No Detect
572,0,No Detect,No Detect
573,0,No Detect,No Detect
574,0,No Detect,No Detect
575,0,No Detect,No Detect
576,0,No Detect,No Detect
577,0,No Detect,No Detect
578,0,No Detect,No Detect
579,0,No Detect,No Detect
580,0,No Detect,No Detect
581,0,No Detect,No Detect
582,0,No Detect,No Detect
583,0,No Detect,No Detect
584,0,No Detect,No Detect
585,0,No Detect,No Detect
586,0,No Detect,No Detect
587,0,No Detect,No Detect
588,0,No Detect,No Detect
589,0,No Detect,No Detect
590,0,No Detect,No Detect
591,0,No Detect,No Detect
592,0,No Detect,No Detect
593,0,No Detect,No Detect
594,0,No Detect,No Detect
595,0,No Detect,No Detect
596,0,No Detect,No Detect
597,0,No Detect,No Detect
598,0,No Detect,No Detect
599,0,No Detect,No Detect
600,0,No Detect,No Detect
601,0,No Detect,No Detect
602,0,No Detect,No Detect
603,0,No Detect,No Detect
604,0,No Detect,No Detect
605,0,No Detect,No Detect
606,0,No Detect,No Detect
607,0,No Detect,No Detect
608,0,No Detect,No Detect
609,0,No Detect,No Detect
610,0,No Detect,No Detect
611,0,No Detect,No Detect
612,0,No Detect,No Detect
613,0,No Detect,No Detect
614,0,No Detect,No Detect
615,0,No Detect,No Detect
616,0,No Detect,No Detect
617,0,No Detect,No Detect
618,0,No Detect,No Detect
619,0,No Detect,No Detect
620,0,No Detect,No Detect
621,0,No Detect,No Detect
622,0,No Detect,No Detect
623,0,No Detect,No Detect
624,0,No Detect,No Detect
625,0,No Detect,No Detect
626,0,No Detect,No Detect
627,0,No Detect,No Detect
628,0,No Detect,No Detect
629,0,No Detect,No Detect
630,0,No Detect,No Detect
631,0,No Detect,No Detect
632,0,No Detect,No Detect
633,0,No Detect,No Detect
634,0,No Detect,No Detect
635,0,No Detect,No Detect
636,0,No Detect,No Detect
637,0,No Detect,No Detect
638,0,No Detect,No Detect
639,0,No Detect,No Detect
640,0,No Detect,No Detect
641,0,No Detect,No Detect
642,0,No Detect,No Detect
643,0,No Detect,No Detect
644,0,No Detect,No Detect
645,0,No Detect,No Detect
646,0,No Detect,No Detect
647,0,No Detect,No Detect
648,0,No Detect,No Detect
649,0,No Detect,No Detect
650,0,No Detect,No Detect
651,0,No Detect,No Detect
652,0,No Detect,No Detect
653,0,No Detect,No Detect
654,0,No Detect,No Detect
655,0,No Detect,No Detect
656,0,No Detect,No Detect
657,0,No Detect,No Detect
658,0,No Detect,No Detect
659,0,No Detect,No Detect
660,0,No Detect,No Detect
661,0,No Detect,No Detect
662,0,No Detect,No Detect
663,0,No Detect,No Detect
664,0,No Detect,No Detect
665,0,No Detect,No Detect
666,0,No Detect,No Detect
667,0,No Detect,No Detect
668,0,No Detect,No Detect
669,0,No Detect,No Detect
670,0,No Detect,No Detect
671,0,No Detect,No Detect
672,0,No Detect,No Detect
673,0,No Detect,No Detect
674,0,No Detect,No Detect
675,0,No Detect,No Detect
676,0,No Detect,No Detect
677,0,No Detect,No Detect
678,0,No Detect,No Detect
679,0,No Detect,No Detect
680,0,No Detect,No Detect
681,0,No Detect,No Detect
682,0,No Detect,No Detect
683,0,No Detect,No Detect
684,0,No Detect,No Detect
685,0,No Detect,No Detect
686,0,No Detect,No Detect
687,0,No Detect,No Detect
688,0,No Detect,No Detect
689,0,No Detect,No Detect
690,0,No Detect,No Detect
-0.0,0.0,690.0,691.0
-7,2,680,9
